method,n_seeds,ade_m_mean,ade_m_std,fde_m_mean,fde_m_std,normalized_ade_mean,normalized_ade_std
v10_dma,5,5758.47158203125,68.29128678806387,0.0,0.0,0.02778481915593147,0.0004906585123317833
retr_top1,5,5843.6408203125,88.19714470921346,1197.31337890625,82.88378405467289,0.027682835608720778,0.0013941744318696654
great_circle,5,25571.48984375,122.15420777939026,0.06782878041267396,0.004602843334919886,0.10370349735021592,0.0012582417576145724
traisformer,5,9577.484375,260.71404181688104,14679.959375,831.839116318043,0.04401399940252304,0.0007648747496192971
