method,n_seeds,ade_m_mean,ade_m_std,fde_m_mean,fde_m_std,normalized_ade_mean,normalized_ade_std
v10_dma,5,5811.78037109375,68.90820446427541,544.7564697265625,22.41672814933477,0.028042086586356162,0.0004951975362520618
retr_top1,5,5884.06572265625,88.68490922387149,1279.9841552734374,71.19858956755746,0.027862197905778884,0.0014046000235002681
great_circle,5,507.3412658691406,7.5852772206971695,329.10642700195314,14.981664190658496,0.0019698177464306356,1.298484228952975e-05
traisformer,5,9597.175390625,263.10549229638445,14545.2806640625,803.7394099240237,0.04408211559057236,0.0007571356568301448
