variant,n_seeds,n_per_seed,dataset,ade_m_mean,ade_m_std,fde_m_mean,fde_m_std,normalized_ade_mean,normalized_ade_std,path_length_ratio_mean,path_length_ratio_std,ade_short_m_mean,ade_short_m_std,ade_medium_m_mean,ade_medium_m_std,ade_long_m_mean,ade_long_m_std,land_pct_10_mean,land_pct_10_std,cross_pct_10_mean,cross_pct_10_std,land_pct_25_mean,land_pct_25_std,cross_pct_25_mean,cross_pct_25_std,max_pen_km_mean_mean,max_pen_km_mean_std
v4,5,500,trajgen_128_clean.npz,7877.57470703125,231.24590775101126,0.0002278447151184082,0.0004556894302368164,0.05844895541667938,0.0013667350437924035,0.9775519609451294,0.005598859588972521,1682.26142578125,55.33948786437125,10319.619921875,260.46039732862243,40125.0234375,5127.581203270844,1.41375,0.2566563089766157,6.0,0.6693280212272606,0.3284375,0.14093507481283712,1.7600000000000002,0.23323807579381195,3.7873757636008465,0.18720283216928277
v5,5,500,trajgen_128_clean.npz,7887.36171875,224.68758368253674,0.0002278447151184082,0.0004556894302368164,0.05900831148028374,0.001472024975117347,0.9771817922592163,0.004897644507711588,1723.2987548828125,83.56580865227892,10351.95859375,274.99444740904215,39576.304296875,5601.507164165693,1.4065625000000002,0.29886242654438855,6.199999999999999,1.011928851253881,0.28781249999999997,0.1453188842683565,1.64,0.2939387691339813,3.7861780074471953,0.1860768351931734
v9,5,500,trajgen_128_clean.npz,7214.8189453125,228.25245489624112,0.0002278447151184082,0.0004556894302368164,0.056022989004850386,0.0015314277570001634,0.9830713629722595,0.004333499808151415,1695.47451171875,65.44776379086906,9541.242578125,340.9724051105976,33804.701953125,6181.822957551596,1.138125,0.26185672668942456,5.4,0.7899367063252601,0.1815625,0.12158780263661317,1.3199999999999998,0.5455272678794342,3.3580779643311742,0.16231664569619073
v10_raw,5,500,trajgen_128_clean.npz,6034.419921875,220.85589588448983,0.0002278447151184082,0.0004556894302368164,0.056140216439962386,0.0006363475523311727,0.9888404965400696,0.0032641523904210572,2077.54609375,80.20436409750191,7516.01611328125,249.88093374266703,27639.024609375,4548.101380824416,0.19343749999999998,0.04705590093176412,2.0799999999999996,0.44899888641287294,0.013750000000000002,0.013199195051214297,0.16,0.14966629547095767,2.730451272714616,0.135609914711987
v10_hardproj,5,500,trajgen_128_clean.npz,6381.17314453125,197.91663571818327,0.0002278447151184082,0.0004556894302368164,0.05670934021472931,0.0006194102363734712,0.9903291940689087,0.0031158733711676044,2077.54609375,80.20436409750191,7640.4849609375,244.25056319887324,35251.269140625,5918.553724783823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.579235004497689,0.10937661809287394
v10_router,5,500,trajgen_128_clean.npz,5930.120000000001,372.54169377399893,607.6200000000001,28.587927521945325,0.05710455849766731,0.0006697549445244831,1.0085879564285278,0.0018364946031945953,2137.202734375,78.74054650476401,7517.17685546875,257.73167378729124,27416.43125,4625.227555627579,0.0006000000000000001,0.0012000000000000001,0.04,0.08,0.0,0.0,0.0,0.0,2.0600316562860996,0.11848774102510531
retr_top1,5,500,trajgen_128_clean.npz,11667.2037109375,635.5292629589518,11832.272265625,468.46448644567096,0.12681308388710022,0.009755974148428348,0.9992334604263305,0.00019547338883021002,4918.651953125,509.8508574861179,14991.9755859375,806.6239921933588,36823.994140625,4969.361870751418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2645434584420747,0.06728262472242454
great_circle,5,500,trajgen_128_clean.npz,8735.41484375,651.2509068861374,0.10187678039073944,0.005543866347783104,0.054473037272691725,0.0020205270764723565,0.9625741124153138,0.00516752566448135,1431.025244140625,53.827960491144964,10634.4638671875,451.8577115212062,60138.30078125,6511.450012283707,2.6890625,0.4404620709408473,8.8,0.6811754546370561,0.8546875,0.20281466678349475,4.4799999999999995,0.7222188034107119,4.95364036655757,0.36985854487294434
